N_ménage;Nordre;Coef_individu;Milieu;Sexe;Age;Etat_matrimonial;Niveau_scolaire;Type_activité;Secteur_activité;Statut_professionnel
5814;4;908;2;2;37;1;0;1;1;4
6038;3;1158;2;2;37;1;0;1;1;4
6601;4;715;2;2;37;1;0;1;1;4
4989;3;918;2;2;37;1;1;1;1;4
6744;3;772;2;2;37;1;4;1;1;4
6642;4;1462;2;1;37;1;0;1;1;4
4423;5;1014;2;1;37;2;0;1;1;4
4726;2;1309;2;1;37;1;0;1;1;4
4939;3;936;2;1;37;2;0;1;1;4
5483;4;1258;2;1;37;2;0;1;1;4
6718;9;872;2;1;37;2;0;1;1;4
4502;4;2263;2;1;37;2;1;1;1;4
6324;5;5244;2;1;37;2;1;1;1;4
6849;6;1190;2;1;37;2;4;1;1;4
5803;3;1335;2;1;37;2;0;1;1;4
3207;3;1034;1;2;37;1;0;1;1;4
4933;8;936;2;1;38;4;0;1;1;4
5259;4;664;2;1;38;2;0;1;1;4
5281;2;1340;2;2;38;1;0;1;1;4
6785;3;1424;2;2;38;1;0;1;1;4
4502;3;1986;2;2;38;1;1;1;1;4
6580;3;740;2;2;38;1;4;1;1;4
7025;3;1834;2;1;38;1;0;1;1;4
5340;20;854;2;1;38;2;0;1;1;4
6425;8;1005;2;1;38;2;0;1;1;4
6767;3;780;2;1;38;1;0;1;1;4
6418;3;882;2;2;38;3;0;1;1;4
6802;8;1136;2;1;38;2;1;1;1;4
5014;3;953;2;1;39;2;0;1;1;4
5302;6;1681;2;1;39;2;0;1;1;4
5378;5;2006;2;1;39;2;0;1;1;4
6637;5;1283;2;2;39;4;0;1;1;4
6741;6;1240;2;2;39;2;0;1;1;4
5137;7;966;2;1;39;2;0;1;1;4
4588;3;1397;2;2;40;1;0;1;1;4
4714;8;1155;2;1;40;2;0;1;1;4
4960;2;1401;2;2;40;1;0;1;1;4
5814;3;839;2;2;40;1;0;1;1;4
6578;3;683;2;2;40;1;0;1;1;4
6889;3;1193;2;2;40;1;0;1;1;4
6363;4;961;2;1;40;2;1;1;1;4
5956;5;1183;2;1;40;2;0;1;1;4
1301;4;650;1;2;40;1;4;1;1;4
4644;3;1078;2;1;41;1;0;1;1;4
5275;3;1097;2;1;41;2;0;1;1;4
5291;3;1075;2;2;41;1;0;1;1;4
5350;2;573;2;2;41;1;0;1;1;4
6162;5;666;2;2;41;1;0;1;1;4
6209;2;1130;2;2;41;1;0;1;1;4
5114;3;924;2;1;41;2;4;1;1;4
6117;7;1183;2;1;42;2;0;1;1;4
6180;3;623;2;1;42;2;0;1;1;4
5340;16;829;2;1;42;2;0;1;1;4
4663;3;1001;2;2;43;1;0;1;1;4
6750;3;715;2;2;43;3;4;1;1;4
6020;3;1447;2;1;43;3;0;1;1;4
4666;3;1001;2;2;44;1;0;1;1;4
5340;11;829;2;1;44;2;0;1;1;4
6648;3;1396;2;2;44;1;0;1;1;4
6432;4;747;2;1;44;2;0;1;1;4
6579;3;761;2;2;45;1;0;1;1;4
5111;7;845;2;1;45;2;4;1;1;4
5456;3;1590;2;2;45;1;0;1;1;4
6162;3;727;2;1;45;1;0;1;1;4
4884;8;1265;2;2;46;1;0;1;1;4
6422;2;905;2;2;46;3;0;1;1;4
6023;3;1337;2;1;46;2;0;1;1;4
4989;6;925;2;1;46;2;1;1;1;4
4726;4;1181;2;2;47;1;0;1;1;4
6682;3;1408;2;1;47;2;0;1;1;4
6735;2;1275;2;2;47;1;0;1;1;4
5111;3;845;2;1;47;2;4;1;1;4
5024;3;1390;2;1;47;2;0;1;1;4
6117;2;1080;2;1;47;2;0;1;1;4
5382;2;1778;2;1;48;1;0;1;1;4
5363;3;585;2;1;50;2;0;1;1;4
1301;3;624;1;2;51;1;4;1;1;4
6619;3;579;2;1;54;2;4;1;1;4
5138;3;807;2;1;54;2;0;1;1;4
5476;4;688,399764;2;1;7;1;0;1;1;4
5477;3;688,399764;2;1;7;1;0;1;1;4
4540;4;928,609929;2;1;7;1;0;1;1;4
5086;3;364,8762;2;1;7;1;0;1;1;4
5353;3;397,106931;2;1;7;1;0;1;1;4
5444;6;707,251701;2;1;7;1;0;1;1;4
5919;5;597,180714;2;1;7;1;1;1;1;4
5286;6;856,242816;2;1;8;1;0;1;1;4
5067;4;436,934592;2;2;8;1;0;1;1;4
5069;6;436,934592;2;2;8;1;0;1;1;4
5081;6;364,517856;2;2;8;1;0;1;1;4
5091;4;527,607648;2;2;8;1;0;1;1;4
5401;4;986,449824;2;2;8;1;0;1;1;4
5879;4;412,592832;2;2;8;1;0;1;1;4
5881;3;412,592832;2;2;8;1;0;1;1;4
5890;3;866,566656;2;2;8;1;0;1;1;4
5055;7;914,014881;2;1;8;1;1;1;1;4
5962;4;451,838361;2;1;8;1;1;1;1;4
4965;4;970,570692;2;1;8;1;4;1;1;4
5286;5;855,612864;2;2;9;1;0;1;1;4
5080;4;364,517856;2;2;9;1;0;1;1;4
5082;5;364,517856;2;2;9;1;0;1;1;4
5086;4;364,8762;2;1;9;1;0;1;1;4
5210;5;564,728832;2;2;9;1;0;1;1;4
5358;4;397,106931;2;1;9;1;0;1;1;4
5401;3;986,449824;2;2;9;1;0;1;1;4
5808;6;581,977539;2;1;9;1;0;1;1;4
6021;6;838,607133;2;1;9;1;0;1;1;4
6087;7;957,239712;2;2;9;1;0;1;1;4
6092;5;957,800025;2;1;9;1;0;1;1;4
6851;4;884,216658;2;1;9;1;0;1;1;4
6925;4;575,682624;2;2;9;1;0;1;1;4
5064;4;436,934592;2;2;9;1;1;1;1;4
6137;5;1160,306316;2;1;9;1;1;1;1;4
6923;7;569,97175;2;1;10;1;0;1;1;4
4990;7;583,8735;2;1;10;1;0;1;1;4
5058;2;917,5155;2;1;10;1;0;1;1;4
5091;3;514,36475;2;1;10;1;0;1;1;4
5172;6;722,891;2;1;10;1;0;1;1;4
5335;4;764,59625;2;1;10;1;0;1;1;4
5403;5;987,02425;2;1;10;1;0;1;1;4
5419;4;945,319;2;1;10;1;0;1;1;4
5879;3;415,69245;2;2;10;1;0;1;1;4
6851;5;897,895692;2;2;10;1;0;1;1;4
5000;3;764,874108;2;2;10;1;1;1;1;4
5061;3;917,5155;2;1;10;1;1;1;1;4
5897;4;875,81025;2;1;10;1;1;1;1;4
4932;4;540,400185;2;2;10;1;4;1;1;4
6088;5;973,1225;2;1;10;1;4;1;1;4
5476;3;681,18575;2;1;11;1;0;1;1;4
4392;6;695,0875;2;1;11;1;0;1;1;4
4934;6;514,36475;2;1;11;1;0;1;1;4
4950;5;1417,9785;2;1;11;1;0;1;1;4
5069;5;432,320148;2;2;11;1;0;1;1;4
5093;5;514,36475;2;1;11;1;0;1;1;4
5210;4;581,96943;2;2;11;1;0;1;1;4
5253;2;848,00675;2;1;11;1;0;1;1;4
5322;5;681,735618;2;2;11;1;0;1;1;4
5346;3;486,56125;2;1;11;1;0;1;1;4
5455;3;987,02425;2;1;11;1;0;1;1;4
5938;6;723,304863;2;2;11;1;0;1;1;4
6086;4;972,720333;2;2;11;1;0;1;1;4
6092;4;973,1225;2;1;11;1;0;1;1;4
6560;6;848,00675;2;1;11;1;0;1;1;4
5051;5;931,151088;2;2;11;1;1;1;1;4
5055;6;931,151088;2;2;11;1;1;1;1;4
5064;3;430,95425;2;1;11;1;1;1;1;4
6137;4;1172,252709;2;2;11;1;1;1;1;4
6365;3;556,07;2;1;11;1;4;1;1;4
6022;5;848,00675;2;1;12;1;0;1;1;4
4990;6;583,8735;2;1;12;1;0;1;1;4
5001;5;750,6945;2;1;12;1;0;1;1;4
5080;3;361,4455;2;1;12;1;0;1;1;4
5082;4;361,4455;2;1;12;1;0;1;1;4
5187;3;922,837239;2;2;12;1;0;1;1;4
5200;5;569,97175;2;1;12;1;0;1;1;4
5252;6;848,00675;2;1;12;1;0;1;1;4
5334;4;764,59625;2;1;12;1;0;1;1;4
5454;4;1005,975729;2;2;12;1;0;1;1;4
6021;5;834,105;2;1;12;1;0;1;1;4
6069;4;514,36475;2;1;12;1;0;1;1;4
6434;4;417,0525;2;1;12;1;0;1;1;4
6851;6;897,895692;2;2;12;1;0;1;1;4
5051;4;917,5155;2;1;12;1;1;1;1;4
6094;4;722,891;2;1;12;1;4;1;1;4
4312;5;514,36475;2;1;13;1;0;1;1;4
4325;7;1209,45225;2;1;13;1;0;1;1;4
4594;3;973,1225;2;1;13;1;0;1;1;4
4706;5;681,735618;2;2;13;1;0;1;1;4
4950;4;1438,295877;2;2;13;1;0;1;1;4
4952;3;1417,9785;2;1;13;1;0;1;1;4
5091;2;514,36475;2;1;13;1;0;1;1;4
5093;4;514,36475;2;1;13;1;0;1;1;4
5095;4;514,36475;2;1;13;1;0;1;1;4
5241;5;569,97175;2;1;13;1;0;1;1;4
6065;2;514,36475;2;1;13;1;0;1;1;4
6305;6;417,0525;2;1;13;1;0;1;1;4
6560;5;848,00675;2;1;13;1;0;1;1;4
6675;4;764,59625;2;1;13;1;0;1;1;4
6851;7;897,895692;2;2;13;1;0;1;1;4
5345;5;486,56125;2;1;13;1;1;1;1;4
5919;4;583,8735;2;1;13;1;1;1;1;4
6088;4;973,1225;2;1;13;1;4;1;1;4
5808;5;569,97175;2;1;13;1;0;1;1;4
6137;3;1172,252709;2;2;13;1;1;1;1;4
4932;3;514,36475;2;1;13;1;4;1;1;4
4947;4;1417,9785;2;1;14;1;0;1;1;4
4992;4;750,6945;2;1;14;1;0;1;1;4
5199;4;569,97175;2;1;14;1;0;1;1;4
5290;4;722,891;2;1;14;1;0;1;1;4
5362;6;389,249;2;1;14;1;0;1;1;4
6067;4;514,36475;2;1;14;1;0;1;1;4
6559;7;848,00675;2;1;14;1;0;1;1;4
5322;4;653,38225;2;1;14;1;0;1;1;4
5342;4;486,56125;2;1;14;1;0;1;1;4
6852;7;903,61375;2;1;14;1;0;1;1;4
4950;3;1360,628625;2;2;15;1;0;1;1;4
4992;3;842,107317;2;1;15;1;0;1;1;4
5001;4;842,107317;2;1;15;1;0;1;1;4
5358;3;380,976015;2;2;15;1;0;1;1;4
6587;5;965,713814;2;1;15;1;0;1;1;4
4614;3;507,96802;2;2;15;1;0;1;1;4
4990;5;656,393122;2;1;15;1;0;1;1;4
5081;5;407,353431;2;1;15;1;0;1;1;4
5811;7;649,695233;2;1;15;1;0;1;1;4
6019;3;936,486662;2;1;15;1;0;1;1;4
6588;4;965,713814;2;1;15;1;4;1;1;4
4314;5;471,68459;2;2;16;1;1;1;1;4
6027;3;948,664642;2;1;16;1;0;1;1;4
6901;4;716,065224;2;1;16;1;0;1;1;4
5097;2;589,414232;2;1;16;1;0;1;1;4
6675;3;876,205661;2;1;16;1;0;1;1;4
4937;5;587,587535;2;1;16;1;0;1;1;4
4948;7;1583,1374;2;1;16;1;0;1;1;4
4951;4;1583,1374;2;1;16;1;0;1;1;4
5184;4;1016,86133;2;1;16;1;1;1;1;4
5345;4;535,83112;2;1;16;1;1;1;1;4
4562;2;653,10174;2;2;16;1;0;1;1;4
5325;4;744,074578;2;1;16;1;0;1;1;4
4923;5;344,692585;2;2;17;1;0;1;1;4
6924;4;643,606243;2;1;17;1;0;1;1;4
5053;3;1044,205302;2;1;20;1;0;1;1;4
3458;3;808;1;1;20;1;2;1;1;4
5996;4;815,595895;2;1;21;1;0;1;1;4
5083;3;416,590617;2;1;24;1;0;1;1;4
4308;3;836;2;2;26;1;0;1;1;4
4311;4;836;2;2;29;1;4;1;1;4
5033;2;526,109735;2;2;18;2;0;1;1;4
6909;2;616,81831;2;2;18;2;0;1;1;4
5186;2;852,660605;2;2;19;2;0;1;1;4
6634;2;761,95203;2;2;19;2;1;1;1;4
4412;2;16057,443675;2;2;20;2;0;1;1;4
4945;2;1258,715365;2;2;20;2;0;1;1;4
6557;2;764,640175;2;2;20;2;0;1;1;4
5202;2;517,60258;2;2;20;2;1;1;1;4
4437;2;411,729325;2;2;22;2;0;1;1;4
6459;2;670,530615;2;2;22;2;0;1;1;4
6032;2;764,640175;2;2;22;2;1;1;1;4
5239;2;494,07519;2;2;22;2;4;1;1;4
6529;2;799,93126;2;2;22;2;0;1;1;4
5417;2;846,98604;2;2;23;2;0;1;1;4
7050;2;670,530615;2;2;23;2;0;1;1;4
5066;2;399,96563;2;2;23;2;1;1;1;4
5399;2;882,277125;2;2;23;2;1;1;1;4
5883;2;352,91085;2;2;23;2;1;1;1;4
5891;2;776,40387;2;2;23;2;1;1;1;4
5043;2;952,859295;2;2;23;2;1;1;1;4
5518;2;1058,73255;2;2;23;2;1;1;1;4
6526;2;799,93126;2;2;23;2;1;1;1;4
4886;2;705,8217;2;2;24;2;1;1;1;4
5995;2;611,71214;2;2;24;2;1;1;1;4
6798;2;635,23953;2;2;24;2;1;1;1;4
4418;2;1570;2;2;25;2;0;1;1;4
4438;2;738;2;2;25;2;0;1;1;4
4526;2;890;2;2;25;2;0;1;1;4
5411;2;1537;2;2;25;2;0;1;1;4
4772;2;1027;2;2;25;2;1;1;1;4
5968;2;732;2;2;25;2;1;1;1;4
6794;2;1190;2;2;25;2;1;1;1;4
5421;2;1537;2;2;25;2;4;1;1;4
4300;2;1793;2;2;25;2;1;1;1;4
2873;2;668;1;2;26;2;0;1;1;4
4584;2;900;2;2;26;2;0;1;1;4
5305;2;1529;2;2;26;2;0;1;1;4
6676;2;1271;2;2;26;2;0;1;1;4
4712;2;1085;2;2;26;2;1;1;1;4
5021;2;1428;2;2;26;2;1;1;1;4
6040;2;1199;2;2;26;2;1;1;1;4
6120;2;606;2;2;26;2;1;1;1;4
4773;2;1027;2;2;27;2;0;1;1;4
5116;2;869;2;2;27;2;0;1;1;4
5120;2;869;2;2;27;2;0;1;1;4
5381;2;1827;2;2;27;2;0;1;1;4
5881;2;669;2;2;27;2;0;1;1;4
6465;2;1223;2;2;27;2;0;1;1;4
6799;2;1190;2;2;27;2;0;1;1;4
6941;2;909;2;2;27;2;0;1;1;4
7009;2;1118;2;2;27;2;0;1;1;4
4762;2;1069;2;2;27;2;1;1;1;4
4988;2;951;2;2;27;2;3;1;1;4
4651;2;1670;2;2;27;2;4;1;1;4
6365;2;902;2;2;27;2;4;1;1;4
6440;2;701;2;2;27;2;4;1;1;4
6660;2;1649;2;2;27;2;4;1;1;4
6677;2;1271;2;2;27;2;4;1;1;4
4330;2;898;2;2;28;2;0;1;1;4
4699;6;1220;2;2;28;2;0;1;1;4
4848;2;796;2;2;28;2;0;1;1;4
4889;2;1278;2;2;28;2;0;1;1;4
5948;2;1149;2;2;28;2;0;1;1;4
6325;2;4774;2;2;28;2;0;1;1;4
6364;2;902;2;2;28;2;0;1;1;4
6462;2;1223;2;2;28;2;0;1;1;4
5972;2;732;2;2;28;2;1;1;1;4
6698;2;1141;2;2;28;2;1;1;1;4
6797;2;1190;2;2;28;2;4;1;1;4
6903;2;1037;2;2;28;2;4;1;1;4
6762;2;1037;2;2;28;2;1;1;1;4
4715;2;1192;2;2;29;2;0;1;1;4
4746;2;1107;2;2;29;2;0;1;1;4
5353;2;644;2;2;29;2;0;1;1;4
5420;2;1537;2;2;29;2;0;1;1;4
4685;2;1116;2;2;29;2;1;1;1;4
6957;2;1850;2;2;29;2;1;1;1;4
7012;2;1118;2;2;29;2;1;1;1;4
4890;2;1278;2;2;29;2;2;1;1;4
5973;2;732;2;2;29;2;1;1;1;4
4835;2;919;2;2;30;2;0;1;1;4
5117;2;864;2;2;30;2;0;1;1;4
6026;2;1369;2;2;30;2;0;1;1;4
6652;2;1558;2;2;30;2;0;1;1;4
4993;2;1215;2;2;30;2;1;1;1;4
5863;2;1057;2;2;30;2;1;1;1;4
6690;2;1441;2;2;30;2;1;1;1;4
6772;2;706;2;2;30;2;2;1;1;4
4408;2;1564;2;2;30;2;4;1;1;4
6795;2;1185;2;2;30;2;4;1;1;4
5455;2;1596;2;2;30;2;0;1;1;4
4971;2;969;2;2;31;2;0;1;1;4
5015;2;1421;2;2;31;2;0;1;1;4
5346;2;773;2;2;31;2;0;1;1;4
5947;2;1144;2;2;31;2;0;1;1;4
6520;2;585;2;2;31;2;0;1;1;4
6940;2;905;2;2;31;2;0;1;1;4
5064;2;705;2;2;31;2;1;1;1;4
5390;2;838;2;2;31;2;1;1;1;4
6928;2;929;2;2;31;2;1;1;1;4
4410;2;1564;2;2;31;2;4;1;1;4
6095;2;1190;2;2;31;2;4;1;1;4
6724;2;790;2;2;31;2;4;1;1;4
6618;2;628;2;2;31;2;4;1;1;4
3490;2;1008;1;2;32;2;0;1;1;4
4481;2;1514;2;2;32;2;0;1;1;4
4527;2;886;2;2;32;2;0;1;1;4
4697;2;1215;2;2;32;2;0;1;1;4
5333;2;1260;2;2;32;2;0;1;1;4
5375;2;1819;2;2;32;2;0;1;1;4
5933;2;1242;2;2;32;2;0;1;1;4
6054;2;1163;2;2;32;2;0;1;1;4
6103;2;1190;2;2;32;2;0;1;1;4
6375;2;1448;2;2;32;2;0;1;1;4
6781;2;1469;2;2;32;2;0;1;1;4
7047;2;1230;2;2;32;2;0;1;1;4
4492;2;2049;2;2;32;2;1;1;1;4
5897;2;1399;2;2;32;2;1;1;1;4
6059;2;839;2;2;32;2;1;1;1;4
6663;2;1641;2;2;32;2;1;1;1;4
6759;2;1032;2;2;32;2;1;1;1;4
7043;2;1230;2;2;32;2;1;1;1;4
6044;2;1194;2;2;32;2;2;1;1;4
5955;2;1103;2;2;32;2;4;1;1;4
5210;2;913;2;2;32;2;0;1;1;4
6030;2;1369;2;2;32;2;0;1;1;4
6591;2;1393;2;2;32;2;1;1;1;4
4769;2;1021;2;2;33;2;0;1;1;4
4851;2;793;2;2;33;2;0;1;1;4
4952;2;2284;2;2;33;2;0;1;1;4
5277;2;1025;2;2;33;2;0;1;1;4
6986;2;1262;2;2;33;2;0;1;1;4
4962;2;1566;2;2;33;2;1;1;1;4
6664;2;1641;2;2;33;2;1;1;1;4
6681;2;1264;2;2;33;2;1;1;1;4
6722;2;790;2;2;33;2;2;1;1;4
4478;2;1223;2;2;33;2;4;1;1;4
6249;2;1347;2;2;33;2;4;1;1;4
7015;2;1112;2;2;33;2;1;1;1;4
4488;2;1514;2;2;34;2;0;1;1;4
4950;2;2284;2;2;34;2;0;1;1;4
5802;2;1209;2;2;34;2;0;1;1;4
5808;2;939;2;2;34;2;0;1;1;4
6021;2;1352;2;2;34;2;0;1;1;4
6368;2;898;2;2;34;2;0;1;1;4
6595;2;1393;2;2;34;2;0;1;1;4
6600;2;737;2;2;34;2;0;1;1;4
6633;2;1101;2;2;34;2;0;1;1;4
6651;2;1558;2;2;34;2;0;1;1;4
7037;2;740;2;2;34;2;0;1;1;4
6670;2;1264;2;2;34;2;1;1;1;4
7049;2;1230;2;2;34;2;1;1;1;4
4932;2;848;2;2;34;2;4;1;1;4
5009;2;863;2;2;34;2;0;1;1;4
4965;2;1566;2;2;34;2;4;1;1;4
3047;2;510;1;2;35;2;0;1;1;4
4694;2;1177;2;2;35;2;0;1;1;4
4770;2;991;2;2;35;2;0;1;1;4
5391;2;813;2;2;35;2;0;1;1;4
6105;2;1153;2;2;35;2;0;1;1;4
6661;2;1591;2;2;35;2;0;1;1;4
6842;2;1044;2;2;35;2;0;1;1;4
4506;2;1063;2;2;35;2;1;1;1;4
5919;2;934;2;2;35;2;1;1;1;4
5950;2;1071;2;2;35;2;1;1;1;4
6179;2;564;2;2;35;2;1;1;1;4
6665;2;1591;2;2;35;2;1;1;1;4
6727;2;765;2;2;35;2;1;1;1;4
6846;2;1044;2;2;35;2;1;1;1;4
4943;2;2215;2;2;35;2;4;1;1;4
6616;2;608;2;2;35;2;4;1;1;4
7046;2;1193;2;2;35;2;4;1;1;4
6515;2;567;2;2;35;2;0;1;1;4
4836;2;892;2;2;35;2;1;1;1;4
5594;2;1525;2;2;35;2;1;1;1;4
4585;2;1512;2;2;36;2;0;1;1;4
4774;2;1128;2;2;36;2;0;1;1;4
4895;2;605;2;2;36;2;0;1;1;4
5073;2;683;2;2;36;2;0;1;1;4
5570;2;924;2;2;36;2;0;1;1;4
6250;2;1108;2;2;36;2;0;1;1;4
6258;2;1108;2;2;36;2;0;1;1;4
7038;2;717;2;2;36;2;0;1;1;4
5962;2;706;2;2;36;2;1;1;1;4
6427;2;882;2;2;36;2;1;1;1;4
6702;2;1101;2;2;36;2;1;1;1;4
5997;2;1116;2;2;36;2;4;1;1;4
3316;2;1086;1;2;37;2;0;1;1;4
4583;2;869;2;2;37;2;0;1;1;4
4699;2;1177;2;2;37;2;0;1;1;4
4992;2;1177;2;2;37;2;0;1;1;4
5080;2;569;2;2;37;2;0;1;1;4
5086;2;569;2;2;37;2;0;1;1;4
5324;2;1040;2;2;37;2;0;1;1;4
5329;2;1222;2;2;37;2;0;1;1;4
5331;2;1222;2;2;37;2;0;1;1;4
5566;2;924;2;2;37;2;0;1;1;4
6240;2;1305;2;2;37;2;0;1;1;4
6454;2;1181;2;2;37;2;0;1;1;4
6655;2;1511;2;2;37;2;0;1;1;4
6671;2;1226;2;2;37;2;0;1;1;4
6675;2;1226;2;2;37;2;0;1;1;4
6728;2;765;2;2;37;2;0;1;1;4
6847;2;1044;2;2;37;2;0;1;1;4
4670;2;1071;2;2;37;2;1;1;1;4
4730;2;949;2;2;37;2;1;1;1;4
5000;2;1177;2;2;37;2;1;1;1;4
5055;2;1428;2;2;37;2;1;1;1;4
6137;2;1814;2;2;37;2;1;1;1;4
6658;2;1591;2;2;37;2;1;1;1;4
4610;2;823;2;2;37;2;4;1;1;4
4650;2;1613;2;2;37;2;4;1;1;4
4941;2;823;2;2;37;2;4;1;1;4
6085;2;1497;2;2;37;2;4;1;1;4
5061;2;1428;2;2;37;2;1;1;1;4
6784;2;1424;2;2;37;2;0;1;1;4
4420;2;890;2;2;38;2;0;1;1;4
4703;2;1046;2;2;38;2;0;1;1;4
5082;2;569;2;2;38;2;0;1;1;4
5271;2;994;2;2;38;2;0;1;1;4
5322;2;1040;2;2;38;2;0;1;1;4
5938;2;1108;2;2;38;2;0;1;1;4
6367;2;870;2;2;38;2;0;1;1;4
6527;2;1415;2;2;38;2;0;1;1;4
6534;2;1415;2;2;38;2;0;1;1;4
6560;2;1340;2;2;38;2;0;1;1;4
6593;2;1351;2;2;38;2;0;1;1;4
6765;2;1002;2;2;38;2;0;1;1;4
6788;2;1424;2;2;38;2;0;1;1;4
6861;2;1381;2;2;38;2;0;1;1;4
4705;2;1046;2;2;38;2;1;1;1;4
5075;2;569;2;2;38;2;1;1;1;4
6766;2;684;2;2;38;2;1;1;1;4
6774;2;684;2;2;38;2;1;1;1;4
6094;2;1153;2;2;38;2;4;1;1;4
4928;2;561;2;2;38;2;4;1;1;4
4702;2;1177;2;2;39;2;0;1;1;4
4844;2;892;2;2;39;2;0;1;1;4
4858;2;768;2;2;39;2;0;1;1;4
4885;2;1233;2;2;39;2;0;1;1;4
5059;2;1428;2;2;39;2;0;1;1;4
5191;2;1422;2;2;39;2;0;1;1;4
5238;2;899;2;2;39;2;0;1;1;4
5274;2;994;2;2;39;2;0;1;1;4
5358;2;621;2;2;39;2;0;1;1;4
5376;2;1762;2;2;39;2;0;1;1;4
5890;2;1356;2;2;39;2;0;1;1;4
6083;2;1497;2;2;39;2;0;1;1;4
6360;2;870;2;2;39;2;0;1;1;4
6436;2;676;2;2;39;2;0;1;1;4
6514;2;567;2;2;39;2;0;1;1;4
6563;2;417;2;2;39;2;0;1;1;4
6625;2;1067;2;2;39;2;0;1;1;4
6721;2;765;2;2;39;2;0;1;1;4
6790;2;1147;2;2;39;2;0;1;1;4
4393;2;1092;2;2;39;2;1;1;1;4
6437;9;676;2;2;39;2;1;1;1;4
6699;2;1101;2;2;39;2;1;1;1;4
6856;2;1381;2;2;39;2;1;1;1;4
4286;2;1629;2;2;40;2;0;1;1;4
4519;2;532;2;2;40;2;0;1;1;4
4609;2;760;2;2;40;2;0;1;1;4
4619;2;760;2;2;40;2;0;1;1;4
4683;2;994;2;2;40;2;0;1;1;4
4704;2;966;2;2;40;2;0;1;1;4
5031;2;816;2;2;40;2;0;1;1;4
5130;2;699;2;2;40;2;0;1;1;4
5338;2;695;2;2;40;2;0;1;1;4
5374;2;1629;2;2;40;2;0;1;1;4
5392;2;750;2;2;40;2;0;1;1;4
6036;2;1071;2;2;40;2;0;1;1;4
6458;2;1092;2;2;40;2;0;1;1;4
6667;2;1469;2;2;40;2;0;1;1;4
6679;2;1132;2;2;40;2;0;1;1;4
6760;2;925;2;2;40;2;0;1;1;4
6791;2;1061;2;2;40;2;0;1;1;4
6839;2;965;2;2;40;2;0;1;1;4
6840;3;965;2;2;40;2;0;1;1;4
6851;2;1276;2;2;40;2;0;1;1;4
6989;2;1130;2;2;40;2;0;1;1;4
7034;2;661;2;2;40;2;0;1;1;4
5057;2;1321;2;2;40;2;1;1;1;4
6605;2;659;2;2;40;2;1;1;1;4
5914;2;862;2;2;40;2;4;1;1;4
6747;2;715;2;2;40;2;4;1;1;4
6961;2;976;2;2;40;2;4;1;1;4
6371;2;1298;2;2;40;2;0;1;1;4
4329;2;801;2;2;41;2;0;1;1;4
4636;2;902;2;2;41;2;0;1;1;4
4642;2;902;2;2;41;2;0;1;1;4
4918;2;1080;2;2;41;2;0;1;1;4
5011;2;772;2;2;41;2;0;1;1;4
5067;2;631;2;2;41;2;0;1;1;4
5113;2;773;2;2;41;2;0;1;1;4
5245;2;1223;2;2;41;2;0;1;1;4
5917;2;862;2;2;41;2;0;1;1;4
6139;2;1676;2;2;41;2;0;1;1;4
6255;2;1025;2;2;41;2;0;1;1;4
6614;2;563;2;2;41;2;0;1;1;4
6654;2;1396;2;2;41;2;0;1;1;4
6703;2;1017;2;2;41;2;0;1;1;4
6785;2;1317;2;2;41;2;0;1;1;4
4591;2;1397;2;2;41;2;1;1;1;4
4455;2;534;2;2;41;2;4;1;1;4
4944;2;2046;2;2;41;2;4;1;1;4
4968;2;868;2;2;41;2;4;1;1;4
6119;2;541;2;2;41;2;4;1;1;4
4947;2;2046;2;2;41;2;0;1;1;4
3483;2;976;1;2;42;2;0;1;1;4
4303;2;745;2;2;42;2;0;1;1;4
4529;2;793;2;2;42;2;0;1;1;4
5032;2;816;2;2;42;2;0;1;1;4
5200;2;833;2;2;42;2;0;1;1;4
5342;2;695;2;2;42;2;0;1;1;4
5900;2;1254;2;2;42;2;0;1;1;4
5994;2;1031;2;2;42;2;0;1;1;4
6018;2;1212;2;2;42;2;0;1;1;4
6019;2;1212;2;2;42;2;0;1;1;4
6757;2;925;2;2;42;2;0;1;1;4
6840;2;965;2;2;42;2;0;1;1;4
6952;2;1649;2;2;42;2;0;1;1;4
4921;2;518;2;2;42;2;1;1;1;4
5184;2;1316;2;2;42;2;1;1;1;4
6779;2;1317;2;2;42;2;1;1;1;4
6174;2;807;2;2;42;2;4;1;1;4
343;2;656;1;2;43;2;0;1;1;4
4309;2;745;2;2;43;2;0;1;1;4
4336;2;801;2;2;43;2;0;1;1;4
4431;2;823;2;2;43;2;0;1;1;4
4692;2;1088;2;2;43;2;0;1;1;4
4706;2;966;2;2;43;2;0;1;1;4
4857;2;712;2;2;43;2;0;1;1;4
4914;2;1080;2;2;43;2;0;1;1;4
4958;2;1401;2;2;43;2;0;1;1;4
4996;2;1088;2;2;43;2;0;1;1;4
5081;2;526;2;2;43;2;0;1;1;4
5152;2;1300;2;2;43;2;0;1;1;4
5201;2;833;2;2;43;2;0;1;1;4
5297;2;1075;2;2;43;2;0;1;1;4
6086;2;1383;2;2;43;2;0;1;1;4
6669;2;1469;2;2;43;2;0;1;1;4
6684;2;1289;2;2;43;2;0;1;1;4
6704;2;1017;2;2;43;2;0;1;1;4
6718;3;707;2;2;43;2;0;1;1;4
6843;2;965;2;2;43;2;0;1;1;4
6902;2;925;2;2;43;2;0;1;1;4
7008;2;996;2;2;43;2;0;1;1;4
